duration,sample_rate,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,rms_mean,rms_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,label,class_name,file_name
2.501625,16000,0.1374604430379747,0.10771245212650095,1822.402563454483,1013.998923883665,1500.0863476742352,461.65008855071943,3311.115506329114,1478.54386366884,0.12617219984531403,0.06989842653274536,-210.42758178710938,93.1534652709961,83.10088348388672,57.79098129272461,-13.509092330932617,41.297157287597656,8.96943473815918,33.195133209228516,-22.99516487121582,30.555423736572266,-24.025053024291992,20.822893142700195,-36.12419509887695,17.65709686279297,-21.663410186767578,15.429611206054688,9.863432884216309,16.07766342163086,-23.533498764038086,11.559100151062012,-13.83675765991211,12.222466468811035,-7.98433780670166,11.914497375488281,3.5279719829559326,9.191850662231445,0,real,file1.wav_16k.wav_norm.wav_mono.wav_silence.wav
3.903625,16000,0.1540647412909836,0.1420216811121926,1768.520360190203,1094.0127719834068,1465.2443955698,334.32307504894794,3338.2428278688526,1384.581857121483,0.13398250937461853,0.08797568082809448,-163.61497497558594,64.93620300292969,98.32688903808594,52.317020416259766,1.7108922004699707,28.824769973754883,57.44472122192383,25.178922653198242,-20.537630081176758,21.339771270751953,27.244600296020508,22.652969360351562,-30.749818801879883,14.741077423095703,3.863750696182251,19.38454246520996,-14.332319259643555,11.53813648223877,5.208758354187012,11.825931549072266,-8.748559951782227,11.612569808959961,-3.3337292671203613,7.162339210510254,0.7476190328598022,8.39431381225586,0,real,file10.wav_16k.wav_norm.wav_mono.wav_silence.wav
3.4910625,16000,0.0952059659090909,0.10829777486670344,1446.0319049078832,1158.9786577940852,1533.3666223527273,512.9554866055923,2730.6107954545455,2073.645401470832,0.13144633173942566,0.06914512068033218,-222.61634826660156,96.59600830078125,101.71788787841797,65.68144226074219,41.21338653564453,29.81397819519043,40.83195877075195,29.756959915161133,1.4623876810073853,18.33428382873535,8.924044609069824,15.327719688415527,-5.727609634399414,12.702640533447266,4.540191173553467,15.050357818603516,-3.3962624073028564,11.986496925354004,8.970129013061523,9.080853462219238,-5.557889461517334,10.118579864501953,-1.0458804368972778,11.342928886413574,-8.296653747558594,9.51400089263916,0,real,file100.wav_16k.wav_norm.wav_mono.wav_silence.wav
9.5321875,16000,0.18808986996644295,0.16811005906221263,2033.3046865135962,1437.1240378367722,1511.0289503603274,553.5908274765578,3504.1946308724832,2048.1011067149193,0.0834127739071846,0.0528392530977726,-248.61305236816406,102.592529296875,83.62202453613281,74.25818634033203,0.0625213012099266,56.68613815307617,2.170369863510132,33.514896392822266,-35.4002685546875,27.81513023376465,-19.093461990356445,21.52617073059082,-21.039409637451172,14.860742568969727,-25.623811721801758,15.65499210357666,-7.879514217376709,14.258956909179688,-16.34353256225586,14.186907768249512,-23.158998489379883,12.469374656677246,-6.387084484100342,10.967032432556152,-4.90689754486084,9.316609382629395,0,real,file1000.wav_16k.wav_norm.wav_mono.wav_silence.wav
4.185125,16000,0.19310591603053434,0.20025008188370863,2081.626495303491,1636.2401079333056,1411.119670007532,539.3848657319384,3395.8730916030536,2131.512957350536,0.1294815093278885,0.061040207743644714,-191.0110321044922,59.57758712768555,83.4581069946289,81.00860595703125,-16.166751861572266,60.70743942260742,0.27929455041885376,39.71221923828125,-23.390117645263672,23.472408294677734,-19.99997329711914,18.77923011779785,-33.99595260620117,16.22378921508789,-33.259639739990234,17.38299560546875,-4.133698463439941,11.294426918029785,-11.123578071594238,12.26004409790039,-18.606725692749023,13.310192108154297,-13.368902206420898,9.35185432434082,0.6404012441635132,9.405800819396973,0,real,file10000.wav_16k.wav_norm.wav_mono.wav_silence.wav
2.079625,16000,0.07672025240384615,0.09529832569348996,1529.0514621382658,910.6452401498832,1671.1750428065207,411.35487068686166,3077.403846153846,1738.2361965190614,0.21424515545368195,0.08342693001031876,-141.7528533935547,57.96696472167969,95.2396469116211,50.23664093017578,13.860234260559082,29.612314224243164,26.894371032714844,31.58770179748535,5.739976406097412,21.37565803527832,-7.752898216247559,23.466569900512695,-16.389875411987305,16.15434455871582,-2.6144514083862305,11.975728988647461,-23.27165985107422,13.198128700256348,7.786938667297363,17.457416534423828,-23.337093353271484,10.713692665100098,4.179394245147705,11.982322692871094,-16.027681350708008,10.687681198120117,0,real,file10001.wav_16k.wav_norm.wav_mono.wav_silence.wav
5.3906875,16000,0.21127265162721892,0.20189950399716505,2383.782527225067,1524.2450710590188,1663.634230535229,453.9255913889959,4049.5562130177514,1859.0848002074263,0.10426811128854752,0.07445698976516724,-231.45127868652344,141.588134765625,54.08307647705078,60.735713958740234,-3.358753204345703,56.01015853881836,2.2266669273376465,33.14715576171875,-31.59162139892578,25.043704986572266,-15.208860397338867,15.135258674621582,-23.484413146972656,14.182674407958984,-23.313167572021484,15.798809051513672,-8.400308609008789,11.580236434936523,-8.605870246887207,12.789909362792969,-7.425238132476807,10.490346908569336,-14.597726821899414,11.756300926208496,-1.5672792196273804,9.21800422668457,0,real,file10002.wav_16k.wav_norm.wav_mono.wav_silence.wav
5.1714375,16000,0.1150927131558642,0.11321269373972799,1523.1846288216216,936.2685086785722,1399.1770882805856,446.221055617096,2960.1176697530864,1486.0357141177915,0.17081543803215027,0.07352709025144577,-148.88941955566406,65.98936462402344,107.0549545288086,64.171630859375,-12.35141658782959,42.816627502441406,56.78533172607422,35.9199333190918,5.62681245803833,24.840595245361328,-3.5341343879699707,20.53529930114746,4.031356334686279,17.364465713500977,-16.200706481933594,21.674013137817383,-11.611505508422852,13.3272123336792,-3.4174351692199707,14.902423858642578,-15.62109088897705,10.89194393157959,3.785902976989746,9.237178802490234,-5.51344108581543,10.375555992126465,0,real,file10003.wav_16k.wav_norm.wav_mono.wav_silence.wav
3.4988125,16000,0.18847212357954546,0.18774674676065867,2153.5494378067515,1568.1951147091409,1611.2490897780178,571.1394637359177,3757.315340909091,2108.3949946937364,0.12505602836608887,0.054350316524505615,-191.4401397705078,63.79777908325195,78.7912826538086,61.10898208618164,-8.857152938842773,55.76104736328125,11.754515647888184,32.31038284301758,-27.814481735229492,27.4757080078125,-32.29788589477539,21.25928497314453,-7.844384670257568,15.732580184936523,-33.271080017089844,15.652892112731934,-17.71035385131836,18.018096923828125,-18.014307022094727,12.362488746643066,-10.0538911819458,10.767491340637207,-12.937471389770508,12.440855979919434,-8.582478523254395,9.647409439086914,0,real,file10005.wav_16k.wav_norm.wav_mono.wav_silence.wav
8.341125,16000,0.2372990750718391,0.18774684516706125,2608.937324908297,1696.2733573939047,1631.9638505262699,525.6810251927599,4277.388649425287,2072.9500161448036,0.09441863745450974,0.06190067157149315,-230.41925048828125,108.90440368652344,46.41630172729492,75.0699691772461,4.678239345550537,61.13898849487305,-3.966409683227539,35.730682373046875,-35.390953063964844,28.99183464050293,-18.861328125,21.155359268188477,-28.850173950195312,16.157670974731445,-24.00629234313965,17.443124771118164,-5.87565279006958,14.390454292297363,-13.1057767868042,11.484838485717773,-13.309778213500977,12.513078689575195,-9.210613250732422,12.016980171203613,-5.464313507080078,8.88703727722168,0,real,file10006.wav_16k.wav_norm.wav_mono.wav_silence.wav
1.8301875,16000,0.05943561422413793,0.03553882932554425,1193.0648064342313,508.75637535856566,1261.3476339662063,355.3406810659831,2285.6950431034484,983.8479449772112,0.1980673223733902,0.084328792989254,-123.11329650878906,60.87912368774414,132.06410217285156,50.651309967041016,-24.872541427612305,24.602163314819336,40.624488830566406,31.2804012298584,1.590577244758606,21.28595733642578,-7.224740028381348,16.44791030883789,11.908212661743164,13.624263763427734,-6.214872360229492,11.227950096130371,-2.0001158714294434,8.192708015441895,2.0241243839263916,9.83840274810791,-4.599379539489746,10.157334327697754,3.0673019886016846,7.836520671844482,0.31149882078170776,9.21523666381836,0,real,file10007.wav_16k.wav_norm.wav_mono.wav_silence.wav
2.383625,16000,0.13723958333333333,0.08532605831606237,1821.9431207430084,867.8541986181461,1419.276338772914,397.3560581625314,3311.3541666666665,1335.2667622572237,0.08401937782764435,0.058868277817964554,-233.1812744140625,107.39666748046875,86.01748657226562,67.98037719726562,-37.331111907958984,51.855838775634766,39.17991256713867,36.88157272338867,-19.824398040771484,27.579723358154297,-24.9932804107666,26.07586669921875,-27.00579261779785,24.109214782714844,-21.383953094482422,21.00838851928711,-3.4451301097869873,12.002350807189941,-16.00762939453125,16.549978256225586,-2.162749767303467,9.31564712524414,-2.8019213676452637,12.325352668762207,-20.387939453125,12.43266487121582,0,real,file10008.wav_16k.wav_norm.wav_mono.wav_silence.wav
6.5075,16000,0.19189453125,0.1705397214022518,2231.536394123266,1415.3950175565474,1696.470652386124,480.25901420021347,3931.1044730392155,1934.1667434033284,0.09742490947246552,0.0556088462471962,-207.0470733642578,90.47045135498047,60.22092819213867,66.43724822998047,-3.6510565280914307,44.6624641418457,6.310223579406738,37.96249771118164,-27.066171646118164,26.180971145629883,-23.058700561523438,18.891494750976562,-26.02701759338379,17.024032592773438,-30.1428279876709,16.621688842773438,-8.828645706176758,12.549420356750488,-16.578474044799805,13.389083862304688,-13.967828750610352,10.769068717956543,-12.418676376342773,9.704277038574219,-1.466366171836853,8.622340202331543,0,real,file10009.wav_16k.wav_norm.wav_mono.wav_silence.wav
4.692375,16000,0.043536750637755105,0.0367551551976413,1477.8589113711812,767.3779017135396,1464.5397180006312,506.94645552557336,2933.142006802721,1451.185904829619,0.12455658614635468,0.029899662360548973,-194.69619750976562,80.3912582397461,100.93130493164062,63.51008224487305,-34.28554153442383,38.507789611816406,22.125564575195312,32.53424835205078,6.134777069091797,21.355594635009766,-11.223865509033203,28.7232608795166,7.151991844177246,16.157934188842773,-4.067686557769775,14.548238754272461,-15.131450653076172,20.648101806640625,18.911449432373047,14.90440845489502,-1.3396656513214111,14.554301261901855,6.058750629425049,11.489838600158691,13.38731861114502,11.663434982299805,0,real,file10010.wav_16k.wav_norm.wav_mono.wav_silence.wav
2.917875,16000,0.09665845788043478,0.0959699352364383,1443.771230026811,970.8237300864786,1334.54661100749,392.77656398914445,2641.219429347826,1496.6039426649543,0.14079511165618896,0.08020973205566406,-163.54029846191406,73.33733367919922,115.60050964355469,63.175418853759766,-15.451934814453125,35.82087326049805,34.80098342895508,25.8358097076416,-1.6575978994369507,16.735124588012695,0.764339804649353,19.109861373901367,1.5260034799575806,14.290260314941406,-14.967098236083984,14.704895973205566,-1.394222378730774,11.660411834716797,4.589666843414307,12.487072944641113,-2.1596412658691406,13.033044815063477,0.35773202776908875,7.107884407043457,-1.1438008546829224,7.626791000366211,0,real,file10012.wav_16k.wav_norm.wav_mono.wav_silence.wav
8.4428125,16000,0.14214163115530304,0.11835859058021012,1782.5867610043097,985.2780402441637,1521.2452478830317,415.2968101411586,3140.210700757576,1720.1539586983342,0.10762593150138855,0.05239476263523102,-178.6498565673828,65.41316223144531,89.09524536132812,50.4345817565918,-17.295764923095703,32.966636657714844,-3.7714955806732178,31.699270248413086,-17.717071533203125,20.612144470214844,-1.4469481706619263,13.69959831237793,-30.26480484008789,15.744341850280762,-5.174624443054199,13.275801658630371,-16.224727630615234,16.321243286132812,-7.256944179534912,10.409074783325195,-7.17991828918457,9.303582191467285,-9.803899765014648,8.27032470703125,-7.736335754394531,7.018298149108887,0,real,file10013.wav_16k.wav_norm.wav_mono.wav_silence.wav
8.758375,16000,0.169444286040146,0.16424125415989704,2072.558469207601,1436.598949472755,1607.3348221822916,501.9097472160375,3661.924041970803,1991.6099191580195,0.07000038772821426,0.04804088920354843,-268.1981201171875,116.8117904663086,77.43359375,66.91415405273438,9.33929443359375,47.384498596191406,9.631786346435547,36.720970153808594,-27.00733757019043,26.297378540039062,-12.66938591003418,20.41814422607422,-24.692630767822266,15.60122299194336,-27.957733154296875,16.87409210205078,-7.035613536834717,12.543917655944824,-15.58055591583252,13.340338706970215,-11.448803901672363,11.28281021118164,-13.577278137207031,11.959661483764648,-4.777045249938965,8.921086311340332,0,real,file10015.wav_16k.wav_norm.wav_mono.wav_silence.wav
